group_index,group_id,size,first_index,minimum_length,maximum_length,negative_n,positive_n
605,SW60C80_00605,1,666,2,2,0,1
606,SW60C80_00606,1,667,12,12,0,1
607,SW60C80_00607,1,669,8,8,1,0
608,SW60C80_00608,1,670,7,7,1,0
609,SW60C80_00609,1,671,3,3,1,0
610,SW60C80_00610,1,672,11,11,1,0
611,SW60C80_00611,1,673,12,12,1,0
612,SW60C80_00612,1,674,9,9,1,0
613,SW60C80_00613,1,675,2,2,0,1
614,SW60C80_00614,1,676,4,4,1,0
615,SW60C80_00615,1,677,5,5,0,1
616,SW60C80_00616,1,679,8,8,1,0
617,SW60C80_00617,1,680,8,8,0,1
618,SW60C80_00618,1,681,9,9,0,1
619,SW60C80_00619,1,682,4,4,1,0
620,SW60C80_00620,1,683,9,9,1,0
621,SW60C80_00621,1,684,13,13,1,0
622,SW60C80_00622,1,686,8,8,1,0
623,SW60C80_00623,2,687,3,3,0,2
624,SW60C80_00624,1,688,11,11,1,0
625,SW60C80_00625,1,689,5,5,0,1
626,SW60C80_00626,1,690,4,4,0,1
627,SW60C80_00627,1,691,4,4,0,1
628,SW60C80_00628,1,692,2,2,1,0
629,SW60C80_00629,1,693,6,6,1,0
630,SW60C80_00630,1,694,8,8,1,0
631,SW60C80_00631,1,695,9,9,1,0
632,SW60C80_00632,2,696,6,7,0,2
633,SW60C80_00633,1,697,10,10,0,1
634,SW60C80_00634,2,698,6,6,2,0
635,SW60C80_00635,1,699,8,8,1,0
636,SW60C80_00636,1,700,4,4,1,0
637,SW60C80_00637,1,701,7,7,1,0
638,SW60C80_00638,1,702,5,5,0,1
639,SW60C80_00639,1,703,2,2,0,1
640,SW60C80_00640,1,704,3,3,0,1
641,SW60C80_00641,1,705,9,9,1,0
642,SW60C80_00642,1,706,7,7,1,0
643,SW60C80_00643,3,708,5,6,3,0
644,SW60C80_00644,1,709,13,13,1,0
645,SW60C80_00645,2,711,4,5,0,2
646,SW60C80_00646,1,712,8,8,0,1
647,SW60C80_00647,1,715,7,7,1,0
648,SW60C80_00648,1,716,12,12,0,1
649,SW60C80_00649,1,718,13,13,1,0
650,SW60C80_00650,1,719,3,3,0,1
651,SW60C80_00651,1,722,4,4,1,0
652,SW60C80_00652,1,723,12,12,0,1
653,SW60C80_00653,1,724,6,6,1,0
654,SW60C80_00654,1,726,9,9,1,0
655,SW60C80_00655,1,727,3,3,0,1
656,SW60C80_00656,1,728,5,5,1,0
657,SW60C80_00657,1,730,4,4,0,1
658,SW60C80_00658,1,731,2,2,0,1
659,SW60C80_00659,1,732,11,11,0,1
660,SW60C80_00660,1,734,10,10,1,0
661,SW60C80_00661,1,736,11,11,1,0
662,SW60C80_00662,1,737,1,1,0,1
663,SW60C80_00663,1,738,7,7,1,0
664,SW60C80_00664,1,739,10,10,1,0
665,SW60C80_00665,1,740,11,11,1,0
666,SW60C80_00666,1,741,2,2,1,0
667,SW60C80_00667,1,742,18,18,0,1
668,SW60C80_00668,1,743,6,6,1,0
669,SW60C80_00669,1,744,7,7,1,0
670,SW60C80_00670,1,745,7,7,0,1
671,SW60C80_00671,1,746,8,8,1,0
672,SW60C80_00672,1,747,10,10,1,0
673,SW60C80_00673,1,748,8,8,0,1
674,SW60C80_00674,1,751,3,3,0,1
675,SW60C80_00675,1,752,10,10,1,0
676,SW60C80_00676,1,753,4,4,1,0
677,SW60C80_00677,1,754,8,8,1,0
678,SW60C80_00678,2,757,5,5,1,1
679,SW60C80_00679,1,758,14,14,1,0
680,SW60C80_00680,1,760,5,5,1,0
681,SW60C80_00681,1,761,14,14,1,0
682,SW60C80_00682,1,762,26,26,0,1
683,SW60C80_00683,1,764,4,4,0,1
684,SW60C80_00684,1,765,14,14,1,0
685,SW60C80_00685,1,768,13,13,1,0
686,SW60C80_00686,1,770,12,12,0,1
687,SW60C80_00687,2,771,3,3,1,1
688,SW60C80_00688,1,772,8,8,1,0
689,SW60C80_00689,1,773,6,6,1,0
690,SW60C80_00690,1,774,5,5,1,0
691,SW60C80_00691,1,775,7,7,1,0
692,SW60C80_00692,2,776,5,6,1,1
693,SW60C80_00693,1,778,7,7,1,0
694,SW60C80_00694,1,779,3,3,0,1
695,SW60C80_00695,1,780,4,4,1,0
696,SW60C80_00696,1,781,5,5,0,1
697,SW60C80_00697,2,782,4,4,0,2
698,SW60C80_00698,1,783,16,16,1,0
699,SW60C80_00699,1,784,12,12,0,1
700,SW60C80_00700,1,785,4,4,0,1
701,SW60C80_00701,1,786,5,5,1,0
702,SW60C80_00702,1,787,4,4,1,0
703,SW60C80_00703,1,788,3,3,0,1
704,SW60C80_00704,1,789,16,16,1,0
705,SW60C80_00705,1,790,2,2,0,1
706,SW60C80_00706,2,792,6,10,0,2
707,SW60C80_00707,1,794,7,7,1,0
708,SW60C80_00708,1,795,4,4,0,1
709,SW60C80_00709,1,796,5,5,1,0
710,SW60C80_00710,1,797,2,2,0,1
711,SW60C80_00711,1,799,3,3,1,0
712,SW60C80_00712,1,800,4,4,0,1
713,SW60C80_00713,1,801,5,5,0,1
714,SW60C80_00714,1,802,12,12,0,1
715,SW60C80_00715,1,804,20,20,0,1
716,SW60C80_00716,1,806,13,13,1,0
717,SW60C80_00717,1,807,11,11,0,1
718,SW60C80_00718,2,808,3,3,2,0
719,SW60C80_00719,2,809,3,3,1,1
720,SW60C80_00720,1,810,7,7,1,0
721,SW60C80_00721,1,811,6,6,1,0
722,SW60C80_00722,1,812,6,6,1,0
723,SW60C80_00723,1,813,18,18,1,0
724,SW60C80_00724,1,814,6,6,1,0
725,SW60C80_00725,1,817,2,2,0,1
726,SW60C80_00726,1,818,15,15,1,0
727,SW60C80_00727,1,819,2,2,1,0
728,SW60C80_00728,1,821,8,8,1,0
729,SW60C80_00729,1,822,5,5,0,1
730,SW60C80_00730,1,823,10,10,1,0
731,SW60C80_00731,1,824,10,10,0,1
732,SW60C80_00732,1,825,7,7,1,0
733,SW60C80_00733,1,827,16,16,1,0
734,SW60C80_00734,1,828,8,8,1,0
735,SW60C80_00735,1,829,5,5,0,1
736,SW60C80_00736,1,830,3,3,1,0
737,SW60C80_00737,1,831,7,7,1,0
738,SW60C80_00738,1,832,13,13,1,0
739,SW60C80_00739,1,833,4,4,1,0
740,SW60C80_00740,1,835,14,14,0,1
741,SW60C80_00741,1,836,10,10,0,1
742,SW60C80_00742,1,837,11,11,1,0
743,SW60C80_00743,1,838,9,9,1,0
744,SW60C80_00744,1,839,1,1,0,1
745,SW60C80_00745,1,840,19,19,0,1
746,SW60C80_00746,1,841,49,49,0,1
747,SW60C80_00747,1,843,13,13,0,1
748,SW60C80_00748,1,845,14,14,0,1
749,SW60C80_00749,1,846,5,5,1,0
750,SW60C80_00750,1,847,8,8,1,0
751,SW60C80_00751,1,848,14,14,0,1
752,SW60C80_00752,1,849,15,15,0,1
753,SW60C80_00753,3,852,5,6,1,2
754,SW60C80_00754,1,853,3,3,1,0
755,SW60C80_00755,1,854,9,9,0,1
756,SW60C80_00756,1,855,6,6,1,0
757,SW60C80_00757,1,856,4,4,0,1
758,SW60C80_00758,1,858,5,5,0,1
759,SW60C80_00759,1,859,2,2,1,0
760,SW60C80_00760,1,862,5,5,1,0
761,SW60C80_00761,1,863,5,5,0,1
762,SW60C80_00762,3,864,3,3,1,2
763,SW60C80_00763,1,865,5,5,0,1
764,SW60C80_00764,1,866,3,3,0,1
765,SW60C80_00765,2,867,5,6,2,0
766,SW60C80_00766,1,868,7,7,1,0
767,SW60C80_00767,1,869,15,15,1,0
768,SW60C80_00768,1,870,10,10,1,0
769,SW60C80_00769,1,871,8,8,1,0
770,SW60C80_00770,1,873,11,11,1,0
771,SW60C80_00771,1,874,2,2,1,0
772,SW60C80_00772,1,875,9,9,1,0
773,SW60C80_00773,1,876,5,5,1,0
774,SW60C80_00774,1,877,13,13,1,0
775,SW60C80_00775,1,879,11,11,1,0
776,SW60C80_00776,1,880,10,10,1,0
777,SW60C80_00777,1,882,6,6,0,1
778,SW60C80_00778,1,884,14,14,1,0
779,SW60C80_00779,1,885,3,3,0,1
780,SW60C80_00780,1,887,7,7,1,0
781,SW60C80_00781,1,888,6,6,0,1
782,SW60C80_00782,1,889,9,9,0,1
783,SW60C80_00783,1,890,10,10,1,0
784,SW60C80_00784,1,891,6,6,0,1
785,SW60C80_00785,1,892,10,10,1,0
786,SW60C80_00786,1,893,6,6,0,1
787,SW60C80_00787,1,894,9,9,1,0
788,SW60C80_00788,1,895,11,11,0,1
789,SW60C80_00789,1,897,8,8,0,1
790,SW60C80_00790,1,898,16,16,0,1
791,SW60C80_00791,1,900,2,2,1,0
792,SW60C80_00792,1,901,6,6,1,0
793,SW60C80_00793,1,902,10,10,1,0
794,SW60C80_00794,2,903,5,5,0,2
795,SW60C80_00795,1,905,11,11,1,0
796,SW60C80_00796,1,907,10,10,1,0
797,SW60C80_00797,1,908,8,8,1,0
798,SW60C80_00798,1,909,7,7,1,0
799,SW60C80_00799,1,910,4,4,0,1
800,SW60C80_00800,1,911,2,2,1,0
801,SW60C80_00801,1,912,10,10,0,1
802,SW60C80_00802,1,913,4,4,1,0
803,SW60C80_00803,1,914,8,8,1,0
804,SW60C80_00804,2,915,5,6,2,0
805,SW60C80_00805,1,916,6,6,0,1
806,SW60C80_00806,1,917,3,3,0,1
807,SW60C80_00807,1,918,4,4,1,0
808,SW60C80_00808,1,919,4,4,0,1
809,SW60C80_00809,1,922,7,7,1,0
810,SW60C80_00810,1,923,2,2,0,1
811,SW60C80_00811,1,924,4,4,0,1
812,SW60C80_00812,1,925,2,2,0,1
813,SW60C80_00813,1,927,10,10,1,0
814,SW60C80_00814,1,929,14,14,0,1
815,SW60C80_00815,2,930,8,9,0,2
816,SW60C80_00816,1,931,12,12,1,0
817,SW60C80_00817,1,932,11,11,0,1
818,SW60C80_00818,1,934,11,11,1,0
819,SW60C80_00819,1,936,4,4,1,0
820,SW60C80_00820,1,937,4,4,1,0
821,SW60C80_00821,1,938,6,6,1,0
822,SW60C80_00822,1,939,6,6,1,0
823,SW60C80_00823,1,940,5,5,1,0
824,SW60C80_00824,1,941,3,3,1,0
825,SW60C80_00825,1,943,7,7,1,0
826,SW60C80_00826,1,944,3,3,1,0
827,SW60C80_00827,1,946,6,6,1,0
828,SW60C80_00828,1,947,7,7,0,1
829,SW60C80_00829,1,948,11,11,0,1
830,SW60C80_00830,1,949,3,3,0,1
831,SW60C80_00831,1,950,5,5,0,1
832,SW60C80_00832,1,951,9,9,1,0
833,SW60C80_00833,1,952,2,2,0,1
834,SW60C80_00834,1,956,4,4,0,1
835,SW60C80_00835,1,958,13,13,0,1
836,SW60C80_00836,1,959,9,9,0,1
837,SW60C80_00837,1,962,9,9,1,0
838,SW60C80_00838,1,964,14,14,1,0
839,SW60C80_00839,1,965,8,8,0,1
840,SW60C80_00840,1,967,8,8,0,1
841,SW60C80_00841,1,968,8,8,0,1
842,SW60C80_00842,1,969,2,2,0,1
843,SW60C80_00843,1,971,12,12,1,0
844,SW60C80_00844,1,972,9,9,1,0
845,SW60C80_00845,2,973,3,3,0,2
846,SW60C80_00846,1,974,5,5,0,1
847,SW60C80_00847,1,976,13,13,0,1
848,SW60C80_00848,1,977,7,7,1,0
849,SW60C80_00849,1,978,6,6,1,0
850,SW60C80_00850,1,980,3,3,0,1
851,SW60C80_00851,1,983,7,7,1,0
852,SW60C80_00852,1,984,4,4,1,0
853,SW60C80_00853,1,985,5,5,0,1
854,SW60C80_00854,1,988,7,7,0,1
855,SW60C80_00855,1,989,5,5,1,0
856,SW60C80_00856,1,990,4,4,1,0
857,SW60C80_00857,1,991,9,9,0,1
858,SW60C80_00858,1,996,3,3,1,0
859,SW60C80_00859,1,997,4,4,1,0
860,SW60C80_00860,1,998,8,8,1,0
861,SW60C80_00861,1,1000,23,23,0,1
862,SW60C80_00862,1,1001,12,12,1,0
863,SW60C80_00863,1,1004,3,3,1,0
864,SW60C80_00864,1,1005,5,5,0,1
865,SW60C80_00865,1,1006,3,3,0,1
866,SW60C80_00866,1,1008,12,12,1,0
867,SW60C80_00867,1,1009,11,11,0,1
868,SW60C80_00868,1,1010,21,21,0,1
869,SW60C80_00869,1,1011,10,10,1,0
870,SW60C80_00870,3,1012,3,3,0,3
871,SW60C80_00871,1,1013,5,5,0,1
872,SW60C80_00872,1,1014,2,2,1,0
873,SW60C80_00873,1,1017,8,8,0,1
874,SW60C80_00874,1,1018,5,5,1,0
875,SW60C80_00875,1,1019,12,12,1,0
876,SW60C80_00876,1,1020,6,6,0,1
877,SW60C80_00877,1,1021,12,12,1,0
878,SW60C80_00878,1,1022,5,5,0,1
879,SW60C80_00879,1,1023,9,9,1,0
880,SW60C80_00880,1,1024,13,13,0,1
881,SW60C80_00881,1,1025,4,4,1,0
882,SW60C80_00882,1,1026,18,18,1,0
883,SW60C80_00883,2,1027,3,3,2,0
884,SW60C80_00884,1,1028,10,10,1,0
885,SW60C80_00885,1,1030,3,3,1,0
886,SW60C80_00886,1,1031,13,13,1,0
887,SW60C80_00887,1,1033,24,24,0,1
888,SW60C80_00888,2,1035,3,3,0,2
889,SW60C80_00889,1,1036,3,3,0,1
890,SW60C80_00890,1,1037,4,4,0,1
891,SW60C80_00891,3,1038,3,3,3,0
892,SW60C80_00892,1,1039,2,2,0,1
893,SW60C80_00893,1,1040,8,8,1,0
894,SW60C80_00894,1,1042,3,3,1,0
895,SW60C80_00895,1,1043,7,7,0,1
896,SW60C80_00896,1,1044,7,7,1,0
897,SW60C80_00897,1,1045,11,11,0,1
898,SW60C80_00898,1,1046,8,8,0,1
899,SW60C80_00899,1,1047,9,9,0,1
900,SW60C80_00900,1,1048,12,12,1,0
901,SW60C80_00901,1,1050,16,16,1,0
902,SW60C80_00902,1,1051,4,4,1,0
903,SW60C80_00903,1,1052,7,7,0,1
904,SW60C80_00904,1,1053,8,8,0,1
905,SW60C80_00905,1,1054,6,6,0,1
906,SW60C80_00906,1,1055,4,4,1,0
907,SW60C80_00907,1,1057,8,8,1,0
908,SW60C80_00908,1,1058,7,7,0,1
909,SW60C80_00909,1,1059,8,8,1,0
910,SW60C80_00910,1,1060,14,14,1,0
911,SW60C80_00911,1,1061,14,14,1,0
912,SW60C80_00912,1,1064,4,4,1,0
913,SW60C80_00913,1,1065,10,10,1,0
914,SW60C80_00914,1,1066,10,10,0,1
915,SW60C80_00915,1,1068,9,9,0,1
916,SW60C80_00916,1,1069,2,2,1,0
917,SW60C80_00917,2,1070,4,5,0,2
918,SW60C80_00918,1,1071,11,11,0,1
919,SW60C80_00919,1,1072,8,8,0,1
920,SW60C80_00920,1,1073,2,2,0,1
921,SW60C80_00921,1,1074,11,11,0,1
922,SW60C80_00922,1,1075,5,5,0,1
923,SW60C80_00923,2,1076,3,3,2,0
924,SW60C80_00924,1,1078,9,9,0,1
925,SW60C80_00925,1,1079,6,6,1,0
926,SW60C80_00926,1,1080,8,8,0,1
927,SW60C80_00927,1,1082,6,6,1,0
928,SW60C80_00928,1,1086,4,4,0,1
929,SW60C80_00929,1,1088,7,7,0,1
930,SW60C80_00930,1,1089,2,2,0,1
931,SW60C80_00931,1,1090,8,8,0,1
932,SW60C80_00932,1,1091,2,2,0,1
933,SW60C80_00933,1,1092,17,17,1,0
934,SW60C80_00934,1,1093,5,5,1,0
935,SW60C80_00935,2,1094,9,10,0,2
936,SW60C80_00936,1,1095,7,7,0,1
937,SW60C80_00937,1,1097,9,9,1,0
938,SW60C80_00938,1,1098,11,11,1,0
939,SW60C80_00939,1,1099,8,8,0,1
940,SW60C80_00940,1,1100,2,2,0,1
941,SW60C80_00941,1,1101,6,6,1,0
942,SW60C80_00942,1,1102,4,4,1,0
943,SW60C80_00943,1,1104,12,12,0,1
944,SW60C80_00944,1,1105,17,17,0,1
945,SW60C80_00945,1,1106,3,3,1,0
946,SW60C80_00946,1,1109,8,8,0,1
947,SW60C80_00947,1,1110,6,6,1,0
948,SW60C80_00948,1,1111,9,9,1,0
949,SW60C80_00949,1,1113,5,5,0,1
950,SW60C80_00950,1,1114,68,68,0,1
951,SW60C80_00951,1,1115,11,11,0,1
952,SW60C80_00952,1,1116,9,9,1,0
953,SW60C80_00953,2,1117,4,5,2,0
954,SW60C80_00954,1,1120,8,8,0,1
955,SW60C80_00955,1,1121,16,16,0,1
956,SW60C80_00956,1,1122,7,7,1,0
957,SW60C80_00957,1,1124,6,6,0,1
958,SW60C80_00958,1,1125,5,5,0,1
959,SW60C80_00959,1,1126,12,12,0,1
960,SW60C80_00960,1,1127,4,4,1,0
961,SW60C80_00961,1,1128,8,8,1,0
962,SW60C80_00962,1,1130,7,7,1,0
963,SW60C80_00963,1,1131,8,8,0,1
964,SW60C80_00964,1,1132,8,8,0,1
965,SW60C80_00965,1,1134,2,2,0,1
966,SW60C80_00966,1,1135,1,1,0,1
967,SW60C80_00967,1,1137,9,9,0,1
968,SW60C80_00968,1,1138,5,5,1,0
969,SW60C80_00969,1,1139,12,12,1,0
970,SW60C80_00970,1,1140,5,5,0,1
971,SW60C80_00971,1,1141,3,3,1,0
972,SW60C80_00972,1,1142,3,3,0,1
973,SW60C80_00973,1,1143,18,18,1,0
974,SW60C80_00974,1,1144,8,8,1,0
975,SW60C80_00975,1,1146,12,12,1,0
976,SW60C80_00976,1,1147,14,14,1,0
977,SW60C80_00977,1,1148,8,8,1,0
978,SW60C80_00978,1,1150,9,9,0,1
979,SW60C80_00979,1,1151,6,6,0,1
980,SW60C80_00980,1,1152,8,8,0,1
981,SW60C80_00981,1,1155,6,6,1,0
982,SW60C80_00982,1,1156,11,11,1,0
983,SW60C80_00983,1,1157,7,7,0,1
984,SW60C80_00984,1,1158,6,6,1,0
985,SW60C80_00985,1,1160,3,3,0,1
986,SW60C80_00986,1,1161,11,11,0,1
987,SW60C80_00987,1,1163,10,10,0,1
988,SW60C80_00988,1,1165,9,9,1,0
989,SW60C80_00989,1,1166,11,11,1,0
990,SW60C80_00990,1,1167,14,14,1,0
991,SW60C80_00991,1,1168,8,8,1,0
992,SW60C80_00992,1,1170,16,16,1,0
993,SW60C80_00993,1,1171,10,10,0,1
994,SW60C80_00994,1,1172,8,8,1,0
995,SW60C80_00995,1,1173,3,3,0,1
996,SW60C80_00996,1,1174,4,4,0,1
997,SW60C80_00997,1,1175,13,13,1,0
998,SW60C80_00998,1,1176,4,4,1,0
999,SW60C80_00999,1,1178,3,3,0,1
1000,SW60C80_01000,1,1179,11,11,1,0
1001,SW60C80_01001,1,1180,6,6,1,0
1002,SW60C80_01002,1,1181,2,2,1,0
1003,SW60C80_01003,1,1182,4,4,1,0
1004,SW60C80_01004,1,1183,3,3,0,1
1005,SW60C80_01005,1,1184,12,12,1,0
1006,SW60C80_01006,1,1186,4,4,0,1
1007,SW60C80_01007,1,1189,6,6,1,0
1008,SW60C80_01008,1,1190,13,13,0,1
1009,SW60C80_01009,1,1191,8,8,1,0
1010,SW60C80_01010,1,1192,4,4,0,1
1011,SW60C80_01011,1,1194,9,9,1,0
1012,SW60C80_01012,1,1195,7,7,0,1
1013,SW60C80_01013,2,1196,3,3,0,2
1014,SW60C80_01014,1,1197,11,11,1,0
1015,SW60C80_01015,1,1198,6,6,1,0
1016,SW60C80_01016,1,1199,18,18,1,0
1017,SW60C80_01017,1,1201,2,2,0,1
1018,SW60C80_01018,1,1202,10,10,0,1
1019,SW60C80_01019,1,1203,16,16,1,0
1020,SW60C80_01020,1,1205,3,3,1,0
1021,SW60C80_01021,1,1207,7,7,0,1
1022,SW60C80_01022,1,1209,4,4,1,0
1023,SW60C80_01023,1,1210,3,3,0,1
1024,SW60C80_01024,1,1212,14,14,1,0
1025,SW60C80_01025,1,1214,10,10,1,0
1026,SW60C80_01026,1,1216,3,3,1,0
1027,SW60C80_01027,1,1217,14,14,0,1
1028,SW60C80_01028,1,1220,7,7,0,1
1029,SW60C80_01029,1,1222,7,7,1,0
1030,SW60C80_01030,1,1224,2,2,0,1
1031,SW60C80_01031,1,1225,10,10,0,1
1032,SW60C80_01032,1,1227,2,2,1,0
1033,SW60C80_01033,1,1229,15,15,0,1
1034,SW60C80_01034,1,1230,4,4,1,0
1035,SW60C80_01035,1,1232,16,16,0,1
1036,SW60C80_01036,1,1233,13,13,1,0
1037,SW60C80_01037,1,1234,7,7,1,0
1038,SW60C80_01038,1,1235,3,3,1,0
1039,SW60C80_01039,1,1236,9,9,0,1
1040,SW60C80_01040,1,1238,5,5,1,0
1041,SW60C80_01041,1,1239,13,13,1,0
1042,SW60C80_01042,1,1240,4,4,1,0
1043,SW60C80_01043,1,1241,8,8,0,1
1044,SW60C80_01044,1,1242,2,2,1,0
1045,SW60C80_01045,1,1243,5,5,0,1
1046,SW60C80_01046,1,1244,3,3,1,0
1047,SW60C80_01047,1,1245,7,7,1,0
1048,SW60C80_01048,1,1246,6,6,1,0
1049,SW60C80_01049,1,1247,6,6,0,1
1050,SW60C80_01050,1,1248,9,9,0,1
1051,SW60C80_01051,1,1249,2,2,1,0
1052,SW60C80_01052,1,1250,5,5,1,0
1053,SW60C80_01053,1,1253,2,2,1,0
1054,SW60C80_01054,1,1254,6,6,1,0
1055,SW60C80_01055,1,1255,5,5,1,0
1056,SW60C80_01056,1,1256,10,10,1,0
1057,SW60C80_01057,1,1258,3,3,1,0
1058,SW60C80_01058,1,1259,7,7,1,0
1059,SW60C80_01059,1,1260,4,4,0,1
1060,SW60C80_01060,1,1261,5,5,0,1
1061,SW60C80_01061,1,1262,5,5,1,0
1062,SW60C80_01062,1,1263,11,11,1,0
1063,SW60C80_01063,1,1264,8,8,1,0
1064,SW60C80_01064,1,1265,15,15,1,0
1065,SW60C80_01065,1,1266,4,4,1,0
1066,SW60C80_01066,1,1267,15,15,0,1
1067,SW60C80_01067,1,1268,19,19,1,0
1068,SW60C80_01068,1,1270,12,12,0,1
1069,SW60C80_01069,1,1272,6,6,0,1
1070,SW60C80_01070,1,1273,2,2,1,0
1071,SW60C80_01071,1,1274,7,7,1,0
1072,SW60C80_01072,1,1275,9,9,0,1
1073,SW60C80_01073,1,1277,5,5,1,0
1074,SW60C80_01074,1,1279,8,8,1,0
1075,SW60C80_01075,1,1280,8,8,0,1
1076,SW60C80_01076,1,1281,4,4,0,1
1077,SW60C80_01077,1,1282,10,10,0,1
1078,SW60C80_01078,1,1283,13,13,1,0
1079,SW60C80_01079,1,1284,6,6,0,1
1080,SW60C80_01080,1,1285,14,14,1,0
1081,SW60C80_01081,1,1289,9,9,1,0
1082,SW60C80_01082,1,1290,6,6,0,1
1083,SW60C80_01083,1,1291,6,6,0,1
1084,SW60C80_01084,1,1292,9,9,1,0
1085,SW60C80_01085,1,1294,3,3,1,0
1086,SW60C80_01086,1,1295,4,4,1,0
1087,SW60C80_01087,1,1297,13,13,0,1
1088,SW60C80_01088,1,1298,4,4,1,0
1089,SW60C80_01089,1,1299,5,5,0,1
1090,SW60C80_01090,1,1301,13,13,1,0
1091,SW60C80_01091,1,1303,6,6,0,1
1092,SW60C80_01092,1,1304,8,8,1,0
1093,SW60C80_01093,1,1305,2,2,1,0
1094,SW60C80_01094,1,1307,10,10,1,0
1095,SW60C80_01095,1,1308,11,11,0,1
1096,SW60C80_01096,1,1310,7,7,1,0
1097,SW60C80_01097,1,1311,8,8,1,0
1098,SW60C80_01098,1,1312,2,2,1,0
1099,SW60C80_01099,1,1314,14,14,1,0
1100,SW60C80_01100,1,1315,6,6,0,1
1101,SW60C80_01101,1,1316,12,12,1,0
1102,SW60C80_01102,1,1317,8,8,1,0
1103,SW60C80_01103,1,1320,10,10,0,1
1104,SW60C80_01104,1,1322,9,9,0,1
1105,SW60C80_01105,1,1323,4,4,1,0
1106,SW60C80_01106,1,1325,8,8,1,0
1107,SW60C80_01107,1,1326,13,13,1,0
1108,SW60C80_01108,1,1327,1,1,0,1
1109,SW60C80_01109,1,1329,16,16,1,0
1110,SW60C80_01110,1,1331,3,3,0,1
1111,SW60C80_01111,1,1333,17,17,1,0
1112,SW60C80_01112,1,1335,12,12,0,1
1113,SW60C80_01113,1,1337,3,3,1,0
1114,SW60C80_01114,1,1338,14,14,0,1
1115,SW60C80_01115,1,1339,10,10,1,0
1116,SW60C80_01116,1,1340,2,2,1,0
1117,SW60C80_01117,1,1341,4,4,0,1
1118,SW60C80_01118,1,1342,11,11,1,0
1119,SW60C80_01119,1,1343,10,10,0,1
1120,SW60C80_01120,1,1344,17,17,0,1
