left_index,right_index,left_id,right_id,identity,coverage,score,matches,alignment_columns
272,906,pos_297,pos_993,0.6,0.8333333333333334,16,3,5
644,906,pos_699,pos_993,1.0,0.8333333333333334,29,5,5
712,906,pos_778,pos_993,0.6,0.8333333333333334,21,3,5
185,908,pos_203,pos_995,0.75,0.8,17,3,4
443,911,pos_486,pos_998,0.6666666666666666,1.0,19,2,3
663,912,pos_723,pos_999,0.8,1.0,20,4,5
786,914,pos_862,pos_1001,0.6666666666666666,1.0,7,2,3
890,917,pos_977,pos_1004,0.6666666666666666,1.0,10,2,3
495,918,pos_544,pos_1005,0.6666666666666666,1.0,16,2,3
592,918,pos_646,pos_1005,0.6666666666666666,1.0,20,2,3
619,918,pos_673,pos_1005,0.6666666666666666,1.0,20,2,3
91,920,pos_100,pos_1007,0.6666666666666666,1.0,12,2,3
527,924,pos_577,pos_1011,0.6666666666666666,1.0,10,2,3
540,924,pos_590,pos_1011,0.6666666666666666,1.0,12,2,3
292,927,pos_318,pos_1014,0.75,0.8,12,3,4
459,932,pos_502,pos_1020,0.75,0.8,14,3,4
720,932,pos_790,pos_1020,0.6,1.0,16,3,5
761,932,pos_833,pos_1020,0.8,0.8333333333333334,25,4,5
29,935,pos_31,pos_1023,0.6666666666666666,1.0,16,2,3
911,935,pos_998,pos_1023,0.6666666666666666,1.0,10,2,3
521,936,pos_570,pos_1024,1.0,0.8125,75,13,13
8,938,pos_8,pos_1026,1.0,0.8,19,4,4
138,940,pos_152,pos_1028,1.0,0.8,24,4,4
800,941,pos_877,pos_1029,1.0,0.8,25,4,4
60,948,pos_67,pos_1036,0.75,0.8,14,3,4
725,948,pos_795,pos_1036,0.75,0.8,17,3,4
541,949,pos_591,pos_1037,0.6666666666666666,1.0,11,2,3
615,949,pos_669,pos_1037,0.6666666666666666,1.0,9,2,3
876,949,pos_962,pos_1037,0.6666666666666666,1.0,11,2,3
892,950,pos_979,pos_1038,0.625,1.0,21,5,8
255,951,pos_279,pos_1039,0.6666666666666666,1.0,18,2,3
510,951,pos_559,pos_1039,0.6666666666666666,1.0,17,2,3
846,951,pos_930,pos_1039,0.6666666666666666,1.0,17,2,3
29,952,pos_31,pos_1040,0.6666666666666666,1.0,16,2,3
754,954,pos_825,pos_1042,1.0,0.8571428571428571,30,6,6
410,955,pos_448,pos_1043,0.6666666666666666,1.0,17,2,3
49,957,pos_55,pos_1046,0.6666666666666666,1.0,14,2,3
63,957,pos_70,pos_1046,0.6666666666666666,1.0,12,2,3
93,957,pos_102,pos_1046,0.6666666666666666,1.0,13,2,3
210,957,pos_231,pos_1046,0.6666666666666666,1.0,12,2,3
329,957,pos_360,pos_1046,0.6666666666666666,1.0,12,2,3
348,957,pos_379,pos_1046,0.6666666666666666,1.0,11,2,3
449,957,pos_492,pos_1046,0.6666666666666666,1.0,11,2,3
514,957,pos_563,pos_1046,0.6666666666666666,1.0,11,2,3
840,957,pos_924,pos_1046,0.6666666666666666,1.0,10,2,3
871,957,pos_955,pos_1046,0.6666666666666666,1.0,12,2,3
8,962,pos_8,pos_1051,0.6,0.8333333333333334,11,3,5
18,963,pos_18,pos_1052,0.6,0.8333333333333334,12,3,5
24,964,pos_25,pos_1053,0.6666666666666666,1.0,8,2,3
340,964,pos_371,pos_1053,0.6666666666666666,1.0,13,2,3
719,964,pos_789,pos_1053,0.6666666666666666,1.0,8,2,3
859,964,pos_943,pos_1053,0.6666666666666666,1.0,13,2,3
50,965,pos_56,pos_1054,0.6,0.8333333333333334,17,3,5
632,965,pos_686,pos_1054,0.6,0.8333333333333334,13,3,5
51,970,pos_57,pos_1062,0.75,0.8,15,3,4
46,971,pos_51,pos_1063,0.8333333333333334,0.8333333333333334,18,5,6
735,971,pos_806,pos_1063,0.8333333333333334,1.0,24,5,6
158,978,pos_172,pos_1070,0.6666666666666666,1.0,8,2,3
469,979,pos_514,pos_1071,0.6666666666666666,1.0,13,2,3
566,979,pos_620,pos_1071,0.6666666666666666,1.0,9,2,3
758,979,pos_829,pos_1071,0.6666666666666666,1.0,10,2,3
224,980,pos_246,pos_1072,0.875,1.0,25,7,8
406,981,pos_444,pos_1073,0.8333333333333334,0.8571428571428571,21,5,6
671,982,pos_731,pos_1074,0.6666666666666666,1.0,10,2,3
433,985,pos_475,pos_1078,1.0,0.9166666666666666,52,11,11
633,985,pos_687,pos_1078,1.0,0.9090909090909091,47,10,10
573,987,pos_627,pos_1081,0.6,0.8333333333333334,15,3,5
615,989,pos_669,pos_1083,0.6666666666666666,1.0,16,2,3
671,989,pos_731,pos_1083,0.6666666666666666,1.0,15,2,3
95,991,pos_105,pos_1085,0.6666666666666666,1.0,14,2,3
137,991,pos_151,pos_1085,0.6666666666666666,1.0,13,2,3
751,991,pos_822,pos_1085,0.6666666666666666,1.0,7,2,3
787,991,pos_863,pos_1085,0.6666666666666666,1.0,6,2,3
893,991,pos_980,pos_1085,0.6666666666666666,1.0,9,2,3
163,993,pos_178,pos_1088,0.6666666666666666,1.0,9,2,3
836,993,pos_919,pos_1088,0.6666666666666666,1.0,15,2,3
755,997,pos_826,pos_1092,0.6153846153846154,0.8125,41,8,13
817,997,pos_897,pos_1092,0.6153846153846154,1.0,44,8,13
822,997,pos_902,pos_1092,1.0,0.8125,86,13,13
100,999,pos_110,pos_1094,0.75,0.8,13,3,4
9,1000,pos_9,pos_1095,0.8571428571428571,1.0,62,12,14
23,1000,pos_24,pos_1095,0.9285714285714286,1.0,72,13,14
83,1000,pos_92,pos_1095,0.7142857142857143,1.0,43,10,14
86,1000,pos_95,pos_1095,0.8571428571428571,1.0,55,12,14
585,1000,pos_639,pos_1095,0.9285714285714286,1.0,65,13,14
665,1000,pos_725,pos_1095,0.7857142857142857,1.0,53,11,14
816,1000,pos_895,pos_1095,0.7857142857142857,1.0,45,11,14
843,1000,pos_927,pos_1095,0.7857142857142857,1.0,53,11,14
884,1000,pos_970,pos_1095,0.7142857142857143,1.0,56,10,14
179,1001,pos_195,pos_1096,0.75,0.8,17,3,4
945,1004,pos_1033,pos_1099,0.6,0.8333333333333334,14,3,5
118,1008,pos_129,pos_1104,0.6666666666666666,1.0,8,2,3
227,1009,pos_249,pos_1105,1.0,0.8333333333333334,30,5,5
743,1011,pos_814,pos_1108,0.75,0.8,28,6,8
931,1013,pos_1019,pos_1110,1.0,0.8181818181818182,58,9,9
473,1015,pos_518,pos_1112,1.0,0.8333333333333334,24,5,5
310,1016,pos_338,pos_1113,0.875,1.0,39,7,8
431,1018,pos_473,pos_1116,0.6666666666666666,1.0,16,2,3
671,1018,pos_731,pos_1116,0.6666666666666666,1.0,16,2,3
895,1018,pos_982,pos_1116,0.6666666666666666,1.0,14,2,3
989,1018,pos_1083,pos_1116,0.6666666666666666,1.0,15,2,3
568,1021,pos_622,pos_1119,1.0,0.875,44,7,7
375,1024,pos_411,pos_1122,0.625,0.8,13,5,8
1019,1025,pos_1117,pos_1123,1.0,0.8333333333333334,29,5,5
568,1031,pos_622,pos_1131,1.0,0.875,44,7,7
1021,1031,pos_1119,pos_1131,1.0,0.875,44,7,7
1025,1031,pos_1123,pos_1131,0.6666666666666666,0.8571428571428571,23,4,6
227,1033,pos_249,pos_1134,1.0,0.8571428571428571,35,6,6
279,1038,pos_304,pos_1140,0.75,1.0,13,3,4
516,1039,pos_565,pos_1141,0.6,0.8333333333333334,17,3,5
735,1039,pos_806,pos_1141,0.8333333333333334,1.0,26,5,6
971,1039,pos_1063,pos_1141,0.8333333333333334,1.0,25,5,6
295,1040,pos_321,pos_1142,0.6,0.8333333333333334,17,3,5
143,1041,pos_157,pos_1143,0.6666666666666666,0.8571428571428571,21,4,6
144,1041,pos_158,pos_1143,0.6666666666666666,0.8571428571428571,26,4,6
484,1041,pos_530,pos_1143,0.6,0.8333333333333334,16,3,5
634,1041,pos_688,pos_1143,0.6666666666666666,0.8571428571428571,21,4,6
1007,1041,pos_1103,pos_1143,0.6,0.8333333333333334,15,3,5
386,1042,pos_423,pos_1144,0.6,0.8333333333333334,18,3,5
868,1042,pos_952,pos_1144,0.6,0.8333333333333334,15,3,5
49,1047,pos_55,pos_1149,0.6666666666666666,1.0,14,2,3
63,1047,pos_70,pos_1149,0.6666666666666666,1.0,15,2,3
93,1047,pos_102,pos_1149,0.6666666666666666,1.0,14,2,3
210,1047,pos_231,pos_1149,0.6666666666666666,1.0,12,2,3
329,1047,pos_360,pos_1149,0.6666666666666666,1.0,15,2,3
348,1047,pos_379,pos_1149,0.6666666666666666,1.0,12,2,3
449,1047,pos_492,pos_1149,0.6666666666666666,1.0,11,2,3
514,1047,pos_563,pos_1149,0.6666666666666666,1.0,11,2,3
840,1047,pos_924,pos_1149,0.6666666666666666,1.0,11,2,3
871,1047,pos_955,pos_1149,0.6666666666666666,1.0,14,2,3
957,1047,pos_1046,pos_1149,0.6666666666666666,1.0,12,2,3
35,1048,pos_37,pos_1150,0.75,0.8,23,6,8
253,1048,pos_276,pos_1150,1.0,0.8,41,8,8
521,1050,pos_570,pos_1152,0.6923076923076923,0.8125,51,9,13
53,1051,pos_59,pos_1153,1.0,0.8,27,4,4
78,1051,pos_87,pos_1153,1.0,0.8,27,4,4
711,1054,pos_777,pos_1157,0.6666666666666666,1.0,14,2,3
421,1055,pos_459,pos_1159,0.6666666666666666,1.0,15,2,3
535,1055,pos_585,pos_1159,0.6666666666666666,1.0,15,2,3
624,1055,pos_678,pos_1159,0.6666666666666666,1.0,11,2,3
739,1058,pos_810,pos_1162,1.0,0.8,43,8,8
11,1061,pos_11,pos_1166,0.75,0.8,16,3,4
49,1062,pos_55,pos_1167,0.6666666666666666,1.0,13,2,3
63,1062,pos_70,pos_1167,0.6666666666666666,1.0,13,2,3
93,1062,pos_102,pos_1167,0.6666666666666666,1.0,11,2,3
210,1062,pos_231,pos_1167,0.6666666666666666,1.0,13,2,3
329,1062,pos_360,pos_1167,0.6666666666666666,1.0,13,2,3
348,1062,pos_379,pos_1167,0.6666666666666666,1.0,15,2,3
449,1062,pos_492,pos_1167,0.6666666666666666,1.0,14,2,3
514,1062,pos_563,pos_1167,0.6666666666666666,1.0,13,2,3
840,1062,pos_924,pos_1167,0.6666666666666666,1.0,15,2,3
871,1062,pos_955,pos_1167,0.6666666666666666,1.0,12,2,3
957,1062,pos_1046,pos_1167,0.6666666666666666,1.0,11,2,3
1047,1062,pos_1149,pos_1167,0.6666666666666666,1.0,14,2,3
934,1063,pos_1022,pos_1168,0.6,0.8333333333333334,39,6,10
137,1067,pos_151,pos_1173,0.6666666666666666,1.0,7,2,3
722,1067,pos_792,pos_1173,0.6666666666666666,1.0,17,2,3
751,1067,pos_822,pos_1173,0.6666666666666666,1.0,16,2,3
764,1067,pos_836,pos_1173,0.6666666666666666,1.0,16,2,3
939,1068,pos_1027,pos_1175,0.6666666666666666,1.0,31,6,9
89,1070,pos_98,pos_1178,0.6,0.8333333333333334,17,3,5
1025,1070,pos_1123,pos_1178,0.6,0.8333333333333334,20,3,5
478,1071,pos_523,pos_1179,0.6666666666666666,1.0,13,2,3
720,1072,pos_790,pos_1180,0.8,1.0,23,4,5
761,1072,pos_833,pos_1180,0.6,0.8333333333333334,16,3,5
932,1072,pos_1020,pos_1180,0.6,1.0,16,3,5
710,1075,pos_776,pos_1183,1.0,0.8571428571428571,28,6,6
443,1079,pos_486,pos_1187,0.6666666666666666,1.0,19,2,3
952,1079,pos_1040,pos_1187,0.6666666666666666,1.0,9,2,3
148,1080,pos_162,pos_1188,0.6666666666666666,1.0,13,2,3
720,1081,pos_790,pos_1189,0.6,1.0,16,3,5
761,1081,pos_833,pos_1189,1.0,0.8333333333333334,27,5,5
932,1081,pos_1020,pos_1189,0.8,1.0,25,4,5
1072,1081,pos_1180,pos_1189,0.6,1.0,16,3,5
697,1082,pos_761,pos_1191,0.6666666666666666,1.0,17,2,3
864,1082,pos_948,pos_1191,0.6666666666666666,1.0,12,2,3
693,1087,pos_757,pos_1197,0.6666666666666666,0.9,43,6,9
49,1089,pos_55,pos_1199,0.6666666666666666,1.0,14,2,3
63,1089,pos_70,pos_1199,0.6666666666666666,1.0,15,2,3
93,1089,pos_102,pos_1199,0.6666666666666666,1.0,16,2,3
210,1089,pos_231,pos_1199,0.6666666666666666,1.0,11,2,3
329,1089,pos_360,pos_1199,0.6666666666666666,1.0,14,2,3
348,1089,pos_379,pos_1199,0.6666666666666666,1.0,12,2,3
449,1089,pos_492,pos_1199,0.6666666666666666,1.0,11,2,3
514,1089,pos_563,pos_1199,0.6666666666666666,1.0,10,2,3
840,1089,pos_924,pos_1199,0.6666666666666666,1.0,11,2,3
871,1089,pos_955,pos_1199,0.6666666666666666,1.0,14,2,3
957,1089,pos_1046,pos_1199,0.6666666666666666,1.0,12,2,3
1047,1089,pos_1149,pos_1199,0.6666666666666666,1.0,16,2,3
1062,1089,pos_1167,pos_1199,0.6666666666666666,1.0,12,2,3
71,1090,pos_78,pos_1200,1.0,0.8,22,4,4
179,1090,pos_195,pos_1200,0.75,0.8,17,3,4
1001,1090,pos_1096,pos_1200,1.0,0.8,24,4,4
231,1091,pos_253,pos_1202,0.6666666666666666,1.0,15,2,3
262,1094,pos_287,pos_1205,0.6666666666666666,1.0,18,2,3
1065,1101,pos_1171,pos_1212,1.0,0.8,24,4,4
966,1104,pos_1058,pos_1216,0.75,0.8888888888888888,29,6,8
375,1106,pos_411,pos_1219,0.625,0.8,13,5,8
1024,1106,pos_1122,pos_1219,1.0,0.9,46,9,9
21,1107,pos_22,pos_1220,1.0,0.9230769230769231,67,12,12
531,1107,pos_581,pos_1220,1.0,0.8,67,12,12
613,1107,pos_667,pos_1220,1.0,0.8571428571428571,67,12,12
388,1108,pos_425,pos_1221,0.8,0.8333333333333334,19,4,5
725,1108,pos_795,pos_1221,1.0,0.8333333333333334,29,5,5
804,1108,pos_881,pos_1221,1.0,0.8571428571428571,36,6,6
55,1112,pos_61,pos_1225,0.75,0.8,15,3,4
572,1112,pos_626,pos_1225,0.75,0.8,22,3,4
562,1113,pos_616,pos_1226,1.0,0.8181818181818182,50,9,9
711,1116,pos_777,pos_1229,0.6666666666666666,1.0,14,2,3
1008,1116,pos_1104,pos_1229,0.6666666666666666,1.0,14,2,3
44,1117,pos_49,pos_1230,1.0,0.9090909090909091,61,10,10
241,1117,pos_263,pos_1230,1.0,0.8181818181818182,57,9,9
130,1118,pos_143,pos_1232,0.6666666666666666,1.0,10,2,3
468,1118,pos_513,pos_1232,0.6666666666666666,1.0,9,2,3
523,1118,pos_573,pos_1232,0.6666666666666666,1.0,10,2,3
1035,1118,pos_1136,pos_1232,0.6666666666666666,1.0,17,2,3
852,1119,pos_936,pos_1233,0.6,0.8333333333333334,14,3,5
416,1120,pos_454,pos_1234,0.6666666666666666,1.0,11,2,3
487,1120,pos_533,pos_1234,0.6666666666666666,1.0,15,2,3
697,1120,pos_761,pos_1234,0.6666666666666666,1.0,8,2,3
21,1122,pos_22,pos_1236,1.0,0.9230769230769231,68,12,12
531,1122,pos_581,pos_1236,1.0,0.8,68,12,12
613,1122,pos_667,pos_1236,1.0,0.8571428571428571,68,12,12
1107,1122,pos_1220,pos_1236,1.0,0.9166666666666666,63,11,11
675,1124,pos_735,pos_1238,0.6666666666666666,1.0,11,2,3
632,1127,pos_686,pos_1241,0.75,0.8,14,3,4
68,1132,pos_75,pos_1247,0.6,0.8333333333333334,33,6,10
728,1132,pos_798,pos_1247,0.75,0.8,37,6,8
885,1132,pos_971,pos_1247,0.875,0.8,45,7,8
907,1132,pos_994,pos_1247,0.625,0.8,28,5,8
934,1132,pos_1022,pos_1247,0.6,0.8333333333333334,33,6,10
1063,1132,pos_1168,pos_1247,0.8,0.9090909090909091,50,8,10
1096,1132,pos_1207,pos_1247,0.6,0.8333333333333334,31,6,10
1131,1132,pos_1246,pos_1247,0.625,0.8,27,5,8
410,1134,pos_448,pos_1249,0.6666666666666666,1.0,17,2,3
955,1134,pos_1043,pos_1249,0.6666666666666666,1.0,18,2,3
964,1134,pos_1053,pos_1249,0.6666666666666666,1.0,13,2,3
735,1140,pos_806,pos_1255,1.0,0.8333333333333334,23,5,5
971,1140,pos_1063,pos_1255,1.0,0.8333333333333334,23,5,5
1039,1140,pos_1141,pos_1255,1.0,0.8333333333333334,23,5,5
388,1141,pos_425,pos_1256,0.8333333333333334,1.0,27,5,6
725,1141,pos_795,pos_1256,0.6,0.8333333333333334,12,3,5
768,1141,pos_840,pos_1256,0.6,0.8333333333333334,15,3,5
1108,1141,pos_1221,pos_1256,0.6,0.8333333333333334,12,3,5
283,1142,pos_309,pos_1257,0.625,0.8888888888888888,21,5,8
168,1143,pos_183,pos_1258,0.75,0.8,19,3,4
275,1144,pos_300,pos_1259,0.9090909090909091,1.0,52,10,11
267,1146,pos_292,pos_1261,0.6666666666666666,1.0,9,2,3
558,1149,pos_611,pos_1264,0.8,0.8333333333333334,18,4,5
576,1150,pos_630,pos_1265,0.75,1.0,34,6,8
219,1152,pos_241,pos_1267,1.0,0.9444444444444444,86,17,17
624,1155,pos_678,pos_1272,0.6666666666666666,1.0,12,2,3
1055,1155,pos_1159,pos_1272,0.6666666666666666,1.0,10,2,3
290,1158,pos_316,pos_1276,1.0,0.875,38,7,7
700,1158,pos_764,pos_1276,1.0,0.8888888888888888,44,8,8
726,1158,pos_796,pos_1276,1.0,0.8,44,8,8
1036,1160,pos_1137,pos_1278,0.6666666666666666,1.0,8,2,3
37,1161,pos_40,pos_1279,0.6666666666666666,1.0,17,2,3
123,1161,pos_134,pos_1279,0.6666666666666666,1.0,16,2,3
267,1161,pos_292,pos_1279,0.6666666666666666,1.0,10,2,3
1146,1161,pos_1261,pos_1279,0.6666666666666666,1.0,10,2,3
150,1162,pos_164,pos_1280,0.6666666666666666,1.0,11,2,3
619,1162,pos_673,pos_1280,0.6666666666666666,1.0,19,2,3
918,1162,pos_1005,pos_1280,0.6666666666666666,1.0,21,2,3
1032,1163,pos_1132,pos_1281,1.0,0.8333333333333334,30,5,5
541,1164,pos_591,pos_1282,0.6666666666666666,1.0,9,2,3
615,1164,pos_669,pos_1282,0.6666666666666666,1.0,11,2,3
876,1164,pos_962,pos_1282,0.6666666666666666,1.0,8,2,3
949,1164,pos_1037,pos_1282,0.6666666666666666,1.0,9,2,3
975,1165,pos_1067,pos_1283,0.6,0.8333333333333334,16,3,5
94,1166,pos_104,pos_1284,0.6666666666666666,1.0,14,2,3
157,1166,pos_171,pos_1284,0.6666666666666666,1.0,13,2,3
164,1168,pos_179,pos_1286,0.6666666666666666,1.0,13,2,3
786,1168,pos_862,pos_1286,0.6666666666666666,1.0,7,2,3
234,1170,pos_256,pos_1288,0.6666666666666666,1.0,16,2,3
293,1170,pos_319,pos_1288,0.6666666666666666,1.0,16,2,3
565,1170,pos_619,pos_1288,0.6666666666666666,1.0,11,2,3
670,1170,pos_730,pos_1288,0.6666666666666666,1.0,15,2,3
569,1171,pos_623,pos_1289,1.0,0.9411764705882353,82,16,16
49,1172,pos_55,pos_1290,0.6666666666666666,1.0,12,2,3
63,1172,pos_70,pos_1290,0.6666666666666666,1.0,12,2,3
93,1172,pos_102,pos_1290,0.6666666666666666,1.0,10,2,3
210,1172,pos_231,pos_1290,0.6666666666666666,1.0,12,2,3
329,1172,pos_360,pos_1290,0.6666666666666666,1.0,12,2,3
348,1172,pos_379,pos_1290,0.6666666666666666,1.0,15,2,3
449,1172,pos_492,pos_1290,0.6666666666666666,1.0,14,2,3
514,1172,pos_563,pos_1290,0.6666666666666666,1.0,13,2,3
840,1172,pos_924,pos_1290,0.6666666666666666,1.0,16,2,3
871,1172,pos_955,pos_1290,0.6666666666666666,1.0,11,2,3
957,1172,pos_1046,pos_1290,0.6666666666666666,1.0,10,2,3
1047,1172,pos_1149,pos_1290,0.6666666666666666,1.0,12,2,3
1062,1172,pos_1167,pos_1290,0.6666666666666666,1.0,16,2,3
1089,1172,pos_1199,pos_1290,0.6666666666666666,1.0,11,2,3
302,1174,pos_328,pos_1294,0.75,0.8,18,3,4
986,1174,pos_1080,pos_1294,0.75,0.8,16,3,4
97,1175,pos_107,pos_1295,0.6666666666666666,1.0,17,2,3
150,1175,pos_164,pos_1295,0.6666666666666666,1.0,18,2,3
466,1175,pos_511,pos_1295,0.6666666666666666,1.0,17,2,3
495,1175,pos_544,pos_1295,0.6666666666666666,1.0,16,2,3
918,1175,pos_1005,pos_1295,0.6666666666666666,1.0,12,2,3
807,1176,pos_884,pos_1296,0.6666666666666666,1.0,7,2,3
859,1176,pos_943,pos_1296,0.6666666666666666,1.0,13,2,3
704,1184,pos_768,pos_1304,0.6,0.8333333333333334,20,3,5
142,1185,pos_156,pos_1305,0.6666666666666666,1.0,15,2,3
153,1185,pos_167,pos_1305,0.6666666666666666,1.0,13,2,3
377,1185,pos_413,pos_1305,0.6666666666666666,1.0,13,2,3
407,1185,pos_445,pos_1305,0.6666666666666666,1.0,14,2,3
557,1185,pos_610,pos_1305,0.6666666666666666,1.0,15,2,3
689,1185,pos_752,pos_1305,0.6666666666666666,1.0,13,2,3
750,1185,pos_821,pos_1305,0.6666666666666666,1.0,15,2,3
766,1185,pos_838,pos_1305,0.6666666666666666,1.0,17,2,3
879,1185,pos_965,pos_1305,0.6666666666666666,1.0,14,2,3
464,1186,pos_508,pos_1306,1.0,0.9090909090909091,54,10,10
15,1188,pos_15,pos_1309,0.75,0.8,18,3,4
85,1188,pos_94,pos_1309,0.75,1.0,18,3,4
108,1189,pos_118,pos_1310,0.6,0.8333333333333334,16,3,5
257,1189,pos_281,pos_1310,1.0,0.8571428571428571,35,6,6
635,1189,pos_689,pos_1310,1.0,0.8333333333333334,30,5,5
678,1189,pos_738,pos_1310,0.6,0.8333333333333334,19,3,5
52,1191,pos_58,pos_1313,0.6,0.8333333333333334,13,3,5
736,1192,pos_807,pos_1314,0.75,1.0,11,3,4
94,1193,pos_104,pos_1315,0.6666666666666666,1.0,14,2,3
157,1193,pos_171,pos_1315,0.6666666666666666,1.0,15,2,3
1166,1193,pos_1284,pos_1315,0.6666666666666666,1.0,14,2,3
369,1195,pos_405,pos_1317,1.0,0.875,37,7,7
713,1195,pos_780,pos_1317,0.875,0.8,36,7,8
75,1196,pos_83,pos_1318,0.6666666666666666,1.0,15,2,3
431,1196,pos_473,pos_1318,0.6666666666666666,1.0,15,2,3
819,1196,pos_899,pos_1318,0.6666666666666666,1.0,15,2,3
18,1199,pos_18,pos_1322,0.8,0.8,14,4,5
651,1199,pos_709,pos_1322,0.75,0.8,19,3,4
1031,1199,pos_1131,pos_1322,0.6666666666666666,0.8571428571428571,16,4,6
512,1202,pos_561,pos_1325,0.75,0.8,15,3,4
725,1202,pos_795,pos_1325,0.75,0.8,15,3,4
752,1202,pos_823,pos_1325,0.75,1.0,15,3,4
754,1203,pos_825,pos_1326,1.0,0.875,35,7,7
954,1203,pos_1042,pos_1326,1.0,0.875,34,7,7
988,1205,pos_1082,pos_1328,0.75,0.8,17,3,4
512,1206,pos_561,pos_1329,0.6666666666666666,1.0,16,4,6
1174,1206,pos_1294,pos_1329,1.0,0.8333333333333334,28,5,5
755,1209,pos_826,pos_1332,0.6153846153846154,0.8125,44,8,13
822,1209,pos_902,pos_1332,0.6153846153846154,0.8125,41,8,13
997,1209,pos_1092,pos_1332,0.6153846153846154,0.9285714285714286,41,8,13
821,1211,pos_901,pos_1334,1.0,0.8,41,8,8
412,1212,pos_450,pos_1335,0.6666666666666666,1.0,12,2,3
540,1212,pos_590,pos_1335,0.6666666666666666,1.0,14,2,3
670,1212,pos_730,pos_1335,0.6666666666666666,1.0,17,2,3
924,1212,pos_1011,pos_1335,0.6666666666666666,1.0,13,2,3
114,1213,pos_125,pos_1336,0.6666666666666666,1.0,15,2,3
498,1217,pos_547,pos_1342,0.6,0.8333333333333334,13,3,5
1130,1219,pos_1245,pos_1345,0.875,1.0,42,7,8
763,1220,pos_835,pos_1346,0.6666666666666666,1.0,15,2,3
836,1220,pos_919,pos_1346,0.6666666666666666,1.0,15,2,3
14,1221,pos_14,pos_1347,0.75,0.8,17,3,4
580,1221,pos_634,pos_1347,1.0,0.8,23,4,4
708,1221,pos_772,pos_1347,1.0,0.8,23,4,4
21,1222,pos_22,pos_1348,1.0,0.8125,72,13,13
500,1222,pos_549,pos_1348,0.9333333333333333,0.9375,78,14,15
531,1222,pos_581,pos_1348,1.0,0.875,77,14,14
613,1222,pos_667,pos_1348,1.0,0.875,77,14,14
21,1225,pos_22,pos_1354,1.0,0.8125,72,13,13
500,1225,pos_549,pos_1354,0.8666666666666667,0.9375,76,13,15
531,1225,pos_581,pos_1354,1.0,0.875,77,14,14
613,1225,pos_667,pos_1354,1.0,0.875,77,14,14
1222,1225,pos_1348,pos_1354,0.9375,1.0,83,15,16
866,1228,pos_950,pos_1358,1.0,0.8571428571428571,34,6,6
55,1229,pos_61,pos_1359,0.75,0.8,14,3,4
265,1229,pos_290,pos_1359,0.75,1.0,17,3,4
744,1229,pos_815,pos_1359,0.75,1.0,14,3,4
826,1229,pos_907,pos_1359,0.75,1.0,14,3,4
19,1231,pos_19,pos_1361,0.6666666666666666,1.0,16,2,3
838,1231,pos_922,pos_1361,0.6666666666666666,1.0,6,2,3
690,1234,pos_753,pos_1365,0.75,0.8,16,3,4
44,1235,pos_49,pos_1366,0.8888888888888888,0.9,48,8,9
113,1235,pos_124,pos_1366,0.625,0.8,33,5,8
241,1235,pos_263,pos_1366,0.8888888888888888,0.9,48,8,9
1021,1235,pos_1119,pos_1366,0.875,0.8,45,7,8
1117,1235,pos_1230,pos_1366,0.8888888888888888,0.8181818181818182,48,8,9
41,1236,pos_46,pos_1367,0.6666666666666666,1.0,15,2,3
656,1238,pos_715,pos_1370,0.75,0.8,14,3,4
839,1241,pos_923,pos_1373,1.0,0.9333333333333333,81,14,14
383,1243,pos_419,pos_1376,1.0,0.8888888888888888,43,8,8
30,1244,pos_32,pos_1377,0.6666666666666666,1.0,17,2,3
626,1244,pos_680,pos_1377,0.6666666666666666,1.0,17,2,3
727,1244,pos_797,pos_1377,0.6666666666666666,1.0,17,2,3
24,1246,pos_25,pos_1379,0.6666666666666666,1.0,16,2,3
566,1246,pos_620,pos_1379,0.6666666666666666,1.0,17,2,3
1134,1246,pos_1249,pos_1379,0.6666666666666666,1.0,10,2,3
535,1247,pos_585,pos_1381,0.6666666666666666,1.0,15,2,3
421,1248,pos_459,pos_1382,0.6666666666666666,1.0,10,2,3
767,1248,pos_839,pos_1382,0.6666666666666666,1.0,11,2,3
1155,1248,pos_1272,pos_1382,0.6666666666666666,1.0,12,2,3
61,1249,pos_68,pos_1383,0.6,0.8333333333333334,20,3,5
1123,1249,pos_1237,pos_1383,0.8333333333333334,1.0,28,5,6
199,1250,pos_220,pos_1384,1.0,0.8,25,4,4
11,1251,pos_11,pos_1385,0.8,1.0,24,4,5
497,1258,pos_546,pos_1395,0.6666666666666666,1.0,16,2,3
566,1258,pos_620,pos_1395,0.6666666666666666,1.0,13,2,3
758,1258,pos_829,pos_1395,0.6666666666666666,1.0,8,2,3
979,1258,pos_1071,pos_1395,0.6666666666666666,1.0,8,2,3
421,1261,pos_459,pos_1398,0.6666666666666666,1.0,15,2,3
1055,1261,pos_1159,pos_1398,0.6666666666666666,1.0,16,2,3
1234,1262,pos_1365,pos_1399,0.75,0.8,17,3,4
479,1264,pos_525,pos_1401,0.6666666666666666,1.0,16,2,3
500,1266,pos_549,pos_1403,0.9375,0.9411764705882353,85,15,16
531,1266,pos_581,pos_1403,1.0,0.8823529411764706,84,15,15
613,1266,pos_667,pos_1403,1.0,0.8235294117647058,77,14,14
1222,1266,pos_1348,pos_1403,1.0,0.9411764705882353,85,16,16
1225,1266,pos_1354,pos_1403,0.9375,0.9411764705882353,83,15,16
